1362441,,0,Подвал,Принтер Kyocera FS - 1920,ALB4421291
1362406,,0,Подвал,Принтер Samsung ML - 1750,BABX223287Y
1362409,,0,Подвал,Принтер Samsung ML - 1750,BAAX401829R
1101046490,,0,Подвал,Принтер Samsung  ML 2570,ЗХ66ВКЕL600134
1101046502,,0,Подвал,Принтер Samsung  ML 2570,ЗХ66ВКЕL600254Н
1362149,,0,Подвал,Принтер НР  Laser Jet  1200  c  кабелем,C2434806
1362147,,0,Подвал,Принтер НР  Laser Jet  1200  c  кабелем,C2434819
1362150,,0,Подвал,Принтер НР  Laser Jet  1200  c  кабелем,C2434791
1362146,,0,Подвал,Принтер НР  Laser Jet  1200  c  кабелем,C2434815
1362405,,0,Подвал,Принтер Samsung ML - 1750,BABX222004M
1362412,,0,Подвал,Принтер Samsung ML - 1750,BAAX401859Z
1362407,,0,Подвал,Принтер Samsung ML - 1750,BABX221974X
1101046487,,0,Подвал,Принтер Samsung  ML 2570,ЗХ66ВКЕL925448
1101046504,,0,Подвал,Принтер Samsung  ML 2570,ЗХ66ВКЕL610144W
1101046495,,0,Подвал,Принтер Samsung  ML 2570,ЗХ66ВКЕL925449Y
1101046505,,0,Подвал,Принтер Samsung  ML 2570,ЗХ66ВКЕL610164E
1101046496,,0,Подвал,Принтер Samsung  ML 2570,ЗХ66ВКЕL610394I
1362411,,0,Подвал,Принтер  Samsung ML - 1750,BABX222108W
1362408,,0,Подвал,Принтер  Samsung ML - 1750,BABX400135E
1362410,,0,Подвал,Принтер  Samsung ML - 1750,BABX400183R
1362404,,0,Подвал,Принтер  Samsung ML - 1750,BABX222020A
1362299,,0,Подвал,Принтер OKI Microline 4410 матр. скор.АЗ,306A0005040
1362320,,0,Подвал,Принтер OKI ML 4410 в комплекте с итерф.,АА42000896А
1362321,,0,Подвал,Принтер OKI ML 4410 в комплекте с итерф.,АА47001028АO
1362322,,0,Подвал,Принтер OKI ML 4410 в комплекте с итерф.,AA46002189AO
1362323,,0,Подвал,Принтер OKI ML 4410 в комплекте с итерф.,АА46002190АО
1101046802,,0,Подвал,Принтер  матричный скоростной Epson,GKL0027018
1362097,,0,Подвал,Принтер Star  LC - 8211 +,894710832490
1362100,,0,Подвал,Принтер Star  LC - 8211 +,894710832007
1361544,,0,Подвал,Принтер  Star LC - 8211,894570330795
1361545,,0,Подвал,Принтер  Star LC - 8211,894680330484
1101046829,,1,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB904056T
1101046832,,2,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902393B
1101046834,,3,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903834K
1101046841,,4,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903809W
1101046839,,5,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903821K
1101046842,,6,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902074V
1101046824,,7,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903853J
1101046843,,8,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903661M
1101046833,,9,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903851R
1101046822,,10,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB904060E
1101046836,,11,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903643Y
1101046823,,12,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903578Z
1101046826,,13,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB913373B
1101046844,,14,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB913416T
1101046837,,15,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903655Z
1101046840,,16,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902056P
1101046835,,17,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902359T
1101046828,,18,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902048F
1101046286,,103,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1СL800005E
1101046283,,103,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00169P
1362346,,108,ПУ,Принтер Kyosera FS - 1020 D в комплекте,XAX4355190
41430202010491,,108,ПУ,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70000YD
41430202010499,,109,ПУ,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70000QZ
1101046306,,121,КС,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00215Y
1101046831,,124,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903653B
1362338,,137,КС,Принтер Kyosera FS - 1020 D в комплекте,XAX4355287
1101046285,,201,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1ОL900002Z
1101046805,,201,АСВ,Принтер лазерный Samsung ML-4551,4966B1AS900160T
1362446,,202,АСВ,Принтер  Kyocera FS - 1920,ALB4320682
1101046753,,202,АСВ,Принтер лазерный OKI,АК08015362
1101046256,,203,АСВ,Принтер  Kyosera FS - 1030 D,XLL5211334
1362437,,204,АСВ,Принтер  Kyocera FS - 1920,ALB4424875
1101046297,,205,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00065А
1362330,,206,ПУ,Принтер Kyosera FS - 1020 D в комплекте,XAX4138205
1362148,,206,ПУ,Принтер  НР  Laser Jet  1200  c  кабелем,C2428279
1362448,,207,ПУ,Принтер  Kyocera FS - 1920,ALB4216938
1101046299,,207,ПУ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00137Н
1101046806,,207,ПУ,Принтер лазерный Samsung ML-4551,4966B1AS900250T
1362145,,208,ПУ,Принтер  НР  Laser Jet  1200  c  кабелем,C2428840
1101046497,,208,ПУ,Принтер Samsung  ML 2570,ЗХ66ВКЕL925719Y
1101046302,,208,ПУ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00144D
41430202010451,,210,АХО,Принтер Samsung ProXpress M3820ND,ZDPOBLBD6000S6N
1101046301,,211,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00233Р
1362340,,212,АСВ,Принтер Kyosera FS - 1020 D в комплекте,XAX4361284
41430202010151,,221,ОСВ,Лазерный принтер Samsung ML-3750ND,Z78VBJBC70002R1T
41430202010152,,221,ОСВ,Лазерный принтер Samsung ML-3750ND,Z78VBJBC70019PW
1362443,,222,ООПП,Принтер  Kyocera FS - 1920,ALB4424818
1362335,,223,ОНПП,Принтер Kyosera FS - 1020 D в комплекте,XAX4137975
1101046568,,224,ОНПП,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718057
1362477,,225,ОНПП,Принтер Kyosera FS-1020 D в комп.2 тонера ТК-18,XAX4569006
1101046499,,225,ОНПП,Принтер Samsung ML 2570,ЗХ66ВКЕL925512Z
1101046498,,225,ОНПП,Принтер Samsung ML 2570,ЗХ66ВКЕL925758E
1362344,,226,ОНПП,Принтер Kyosera FS - 1020 D в комплекте,XAX4138082
41430202010492,,226,ОНПП,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70001SK
1362447,,227,ОНПП,Принтер Kyocera FS - 1920,ALB4529280
1362476,,228,ОНПП,Принтер Kyosera FS-1020 D в комп.2 тонера ТК-18.,XAX4138307
1101046569,,228,ОНПП,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718023
1101046488,,229,ОНПП,Принтер Samsung  ML 2570,ЗХ66ВКЕL925461
1362341,,230,ОНПП,Принтер Kyosera FS - 1020 D в комплекте,XAX4138400
1101046500,,230,ОНПП,Принтер Samsung  ML 2570,ЗХ66ВКЕL925632Н
1101046567,,230,ОНПП,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718420
1362151,,231,ОНПП,Принтер  НР  Laser Jet  1200  c  кабелем,C2434770
1101046557,,231,ОНПП,Лазерный принтер XEROX Phaser 3125  (монохромный),CAX718418
1362339,,232,ОНПП,Принтер Kyosera FS - 1020 D в комплекте,XAX4356161
1101046564,,232,ОНПП,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718426
1362152,,233,ОВП,Принтер  НР  Laser Jet  1200  c  кабелем,C2434793
1101046566,,233,ОВП,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718411
1362442,,234,ООПП,Принтер  Kyocera FS - 1920,ALB4633554
1362451,,235,ООПЗЛ,Принтер  Kyocera FS - 1920,ALB4424612
1101046754,,236,ОНПП,Принтер лазерный OKI,АК06031949
1101046755,,237,ОНПП,Принтер лазерный OKI,АК05038923
1101046845,,239,ОНПП,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902033
41430202010153,,239,ОНПП,Лазерный принтер Samsung ML-3750ND,Z78VBJBC70028MJ
1362349,,240,ОВП,Принтер Kyosera FS-1020D в комплекте,XAX4138398
1362345,,240,ОВП,Принтер Kyosera FS-1020D в комплекте,XAX4138019
1101046501,,240,ОВП,Принтер Samsung  ML 2570,ЗХ66ВКЕL610184Y
1362445,,241,ОВП,Принтер  Kyocera FS - 1920,ALB4527764
1101046838,,242,ОВП,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902017T
1362475,,243,ОНПП,Принтер Kyosera FS-1020 D в комп.2 тонера ТК-18.,XAX4248673
1101046287,,248,ОНПП,Принтер Samsung ML 3561 ND,ЗЕ66В1ВL700004R
1362444,,248,ОНПП,Принтер  Kyocera FS - 1920,ALB4422380
1101046298,,249,ОНПП,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00035Y
1101046559,,253,ОСВ,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718424
41430202010150,,253,ОСВ,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7002VXB
41430202010493,,254,ОВП,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF700017K
1101046558,,255,ОСВ,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718401
41430202010155,,255,ОСВ,Лазерный принтер Samsung ML-3750ND,Z78VBJBC70009NL
1101046290,,301,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00154Y
1361559,,301,ПУ,Принтер  Star LC - 8211,894680330563
1101046807,,302,ПУ,Принтер лазерный Samsung ML-4551,
1362347,,303,ПУ,Принтер Kyosera FS - 1020 D в комплекте,XAX4355164
1362153,,303,ПУ,Принтер  НР  Laser Jet  1200  c  кабелем,C2428368
1101046294,,304,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00116L
1101046492,,305,ФЭО,Принтер Samsung  ML 2570,ЗХ66ВКЕL610179R
1101046825,,305,ФЭО,Лазерный принтер Samsung ML-3710ND,Z5LSBABB904050H
1101046291,,306,ФЭО,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00263М
1101046493,,307,ПУ,Принтер Samsung  ML 2570,ЗХ66ВКЕL609987W
1101046292,,307,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00131D
1101046304,,307,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00228Y
1101046300,,308,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00172М
1101046303,,308,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00224Е
41430202010147,,309,ЮО,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7001DNZ
1101046288,,311,АСВ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00177В
1101046808,,311,АСВ,Принтер лазерный Samsung ML-4551,4966B1AS900237H
1101046295,,321,ОВД,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00181F
1362348,,322,ОК,Принтер Kyosera FS - 1020 D в комплекте,XAX4361297
1101046561,,323,ФЭО,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718419
1101046565,,326,АХО,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718415
41430202010149,,327,ОК,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7000AFX
41430202010496,,328,ООПП,Принтер лазерный Samsung SL-M4020ND, ZDP2BJCF70006PZ
1101046562,,329,ООПП,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718396
1101046752,,330,Руководство,Принтер лазерный OKI,АК0603279
41430202010497,,332,Руководсво,Принтер лазерный Samsung SL-M4020ND, ZDP2BJCF700018Z
1362342,,334,ООПЗЛ,Принтер Kyosera FS - 1020 D в комплекте,XAX4138071
1101046305,,335,ООПЗЛ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00002В
41430202010489,,336,ООПЗЛ,Принтер лазерный Samsung SL-M4020ND, ZDP2BJCF70000JW
1362326,,337,ООПЗЛ,Принтер Kyosera FS - 1020 D в комплекте,XAX4137830
1362440,,338,ООПЗЛ,Принтер  Kyocera FS - 1920,S/№ ALB4423742
1101046491,,339,ООПП,Принтер Samsung  ML 2570,ЗХ66ВКЕL600210
41430202010486,,341,ОА,Принтер лазерный Samsung SL-M4020ND, ZDP2BJCF70008BY
1362343,,347,ОА,Принтер Kyosera FS - 1020 D в комплекте,XAX4138198
1362333,,347,ОА,Принтер Kyosera FS - 1020 D в комплекте,XAX4356643
1362328,,347,ОА,Принтер Kyosera FS - 1020 D в комплекте,XAX4356908
1362334,,347,ОА,Принтер Kyosera FS - 1020 D в комплекте,S/N XAX4356281
1362436,,347,ОА,Принтер  Kyocera FS - 1920,S/№ ALB4529875
1101046563,,347,ОА,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718413
1101046560,,347,ОА,Лазерный принтер XEROX Phaser 3125  (монохромный),САХ718046
   без инв.,,347,ОА,Принтер лазерный Samsung ML-4551,
1362450,,352,ООПЗЛ,Принтер  Kyocera FS - 1920,ALB4423438
1101046284,,353,ООПЗЛ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00089Z
1101046296,,354,ООПЗЛ,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00198М
1362438,,К 1,КС,Принтер  Kyocera FS - 1920,ALB4424066
1362336,,Конс. 2,КС,Принтер Kyosera FS - 1020 D в комплекте,XAX4355849
1101046224,,Коридор,,Принтер  OKI ML 4410,АА54002557А0
1101046226,,Коридор,,Принтер  OKI ML 4410,АА54002268А0
1101046548,,КС Кор.,КС,Принтер  Kyocera  FS - 9530 DN,PAS7702339
1362331,7,,ОНВП,Принтер Kyosera FS - 1020 D в комплекте,XAX4361630
1362327,3,,ООПЗЛ,Принтер Kyosera FS - 1020 D в комплекте,XAX4250568
1362329,8,,ОНПП,Принтер Kyosera FS - 1020 D в комплекте,XAX4568812
1362337,10,,ОВП,Принтер Kyosera FS - 1020 D в комплекте,XAX4355766
1362325,11,,ОВП,Принтер Kyosera FS - 1020 D в комплекте,XAX4137906
1362350,13,,КС,Принтер Kyosera FS - 1020 D в комплекте  2 тонера ТК - 18,XAX4140426
1362332,18,,КС,Принтер Kyosera FS - 1020 D в комплекте,XAX4355366
1362449,9,,ОНВП,Принтер  Kyocera FS - 1920,ALB4632977
1362439,11,,ОВП,Принтер  Kyocera FS - 1920,ALB4636177
1101046494,8,,ОППЗЗЛ,Принтер Samsung  ML 2570,ЗХ66ВКЕL609872V
1101046503,12,,ОНВП,Принтер Samsung  ML 2570,ЗХ66ВКЕL925756Х
1101046486,10,,ОНПП,Принтер Samsung  ML 2570,ЗХ66ВКЕL925525
1101046489,12,,ОНВП,Принтер Samsung  ML 2570,ЗХ66ВКЕL600080
1101046289,3,,ОНВП,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00171Y
1101046293,6,,ОНВП,Принтер Samsung ML 3561 ND,ЗЕ66В1АLА00032F
1101046827,16,,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBAGB902375N
1101046830,21,,КС,Лазерный принтер Samsung ML-3710ND,Z5LSBABB903846B
41430202010142,3,,ООПЗЛ,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7002KWX
41430202010144,5,,ОНПП,Лазерный принтер Samsung ML-3750ND,Z78VBJBC70009XD
41430202010145,23,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7001DVN
41430202010138,25,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7001D9N
41430202010140,26,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7001D7D
41430202010146,27,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7000AQV
41430202010139,28,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC70008NK
41430202010137,29,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7002JWF
41430202010154,30,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC70009WP
41430202010141,,,Списан,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7000AYA
41430202010148,31,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7002WCL
41430202010143,32,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7002WEB
41430202010136,33,,КС,Лазерный принтер Samsung ML-3750ND,Z78VBJBC7002МРM
41430202010498,22,,КС,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70003BT
41430202010479,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70001EN
41430202010480,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF700072Y
41430202010481,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF700014L
41430202010482,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF700025W
41430202010483,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF700012W
41430202010484,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70000MT
41430202010485,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70000AX
41430202010487,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70001LM
41430202010488,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70008QY
41430202010490,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70007JJ
41430202010494,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70000NB
41430202010495,,,,Принтер лазерный Samsung SL-M4020ND,ZDP2BJCF70000GJ
1101046225,18,,КС,Принтер  OKI ML 4410,АА54002271А0
   Без инв.,,,,Canon 810,
